Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,2nd_Road_Number,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,DateVals,TimeVals
200501FH10221,524840,177980,-0.203354,51.486945,3,2,1,5,11,E09000013,4,317,6,30,3,0,0,1,2,2,1,1,E01001912,138,889
200501FH10222,524370,178090,-0.210081,51.488037,3,2,1,5,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,2,E01001913,138,489
200501FH10223,522300,179360,-0.239441,51.499902,3,1,1,6,11,E09000013,4,408,6,30,3,402,1,4,1,1,1,1,E01001858,132,36
200501FH10225,521920,178640,-0.245162,51.493513,3,2,1,5,11,E09000013,3,402,6,30,3,315,5,1,1,2,1,1,E01001933,138,589
200501FH10226,523290,179960,-0.224976,51.50508,3,1,1,5,11,E09000013,3,219,6,30,7,4020,5,4,2,2,1,1,E01001941,138,1388
200501FH10228,522830,180070,-0.231562,51.506168,3,2,1,2,11,E09000013,3,4020,6,30,0,0,4,1,1,1,1,1,E01001942,142,1069
200501FH10229,523890,179850,-0.216374,51.50396,3,1,1,7,11,E09000013,3,3220,3,30,1,402,5,1,2,2,1,1,E01002869,140,769
200501FH10230,523090,180020,-0.227835,51.505662,2,1,1,5,11,E09000013,3,4020,3,30,0,0,4,1,1,1,1,1,E01001941,152,599
200501FH10232,522320,178630,-0.239406,51.493337,3,2,1,5,11,E09000013,3,315,6,30,6,0,0,1,1,1,1,1,E01001932,145,424
200501FH10233,521900,180100,-0.244945,51.506639,3,2,1,5,11,E09000013,3,4020,6,30,6,408,0,1,1,1,1,1,E01001861,145,1198
200501FH10234,523920,178380,-0.216458,51.490742,3,1,1,6,11,E09000013,3,4,3,30,3,0,0,4,2,2,1,1,E01001889,139,314
200501FH10236,522420,178410,-0.238042,51.491338,3,2,1,7,11,E09000013,3,4,3,40,6,0,0,1,1,1,1,1,E01001932,133,1129
200501FH10237,521940,178800,-0.244818,51.494947,3,2,1,3,11,E09000013,3,402,6,30,0,0,0,1,1,1,1,1,E01001933,136,1168
200501FH10238,522410,178630,-0.23811,51.493317,3,2,1,4,11,E09000013,3,315,6,30,3,0,0,1,1,1,1,1,E01001932,151,589
200501FH10239,523170,181070,-0.226317,51.515082,3,2,2,4,11,E09000013,3,219,6,30,6,40,0,1,1,1,1,1,E01001874,137,574
200501FH10240,522390,182650,-0.237004,51.529451,3,2,1,3,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001877,150,509
200501FH10241,522850,178550,-0.231803,51.492503,3,2,1,5,11,E09000013,3,315,2,30,3,0,1,1,1,1,1,1,E01001894,152,1164
200501FH10242,521690,181390,-0.247525,51.518278,2,1,1,4,11,E09000013,6,0,6,30,3,0,0,4,1,1,1,1,E01001878,144,164
200501FH10243,523700,177650,-0.219881,51.484229,2,2,1,3,11,E09000013,3,219,3,30,3,0,5,1,1,1,1,1,E01001891,150,869
200501FH10244,525050,176710,-0.200781,51.475485,3,2,1,7,11,E09000013,5,0,6,30,3,0,0,1,1,1,1,2,E01001948,140,899
200501FH10245,523060,181410,-0.227783,51.518161,3,1,1,6,11,E09000013,3,219,6,30,3,0,0,4,1,1,1,1,E01001874,139,1258
200501FH10246,524050,176700,-0.215176,51.475615,3,3,2,3,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001915,143,1189
200501FH10247,524220,178840,-0.211977,51.49481,3,1,1,5,11,E09000013,3,315,6,30,3,0,5,1,1,1,1,1,E01001866,145,1069
200501FH10249,523430,178330,-0.22353,51.4904,3,1,1,3,11,E09000013,3,219,3,30,0,0,4,4,1,1,1,1,E01001900,157,1434
200501FH10250,521830,181330,-0.245529,51.517709,3,2,1,7,11,E09000013,6,0,6,30,0,0,0,4,1,1,1,1,E01001878,154,1334
200501FH10251,525190,177930,-0.198334,51.486418,3,3,1,4,11,E09000013,3,3218,6,30,3,0,0,1,2,2,1,1,E01001883,151,1130
200501FH10252,523660,178640,-0.22011,51.493136,3,2,1,6,11,E09000013,3,315,6,30,3,0,0,1,1,1,1,1,E01001898,153,743
200501FH10255,522730,179480,-0.233208,51.500887,3,2,1,3,11,E09000013,3,402,6,30,3,0,0,4,1,1,1,1,E01001858,150,1416
200501FH10257,522540,180980,-0.235423,51.51441,2,1,1,5,11,E09000013,3,40,3,40,3,0,5,1,1,1,1,1,E01001876,159,599
200501FH10259,522490,182430,-0.235639,51.527452,3,1,1,4,11,E09000013,3,219,1,30,2,0,0,1,1,1,1,1,E01001877,158,839
200501FH10260,522170,178640,-0.241562,51.493459,3,2,1,2,11,E09000013,3,315,6,30,3,0,0,1,2,2,1,1,E01001932,135,909
200501FH10261,522680,181000,-0.233399,51.514559,3,2,1,7,11,E09000013,3,40,3,30,3,0,0,1,1,1,1,1,E01001876,154,1139
200501FH10262,523590,179820,-0.220705,51.503756,3,2,1,7,11,E09000013,3,402,2,30,3,0,0,4,1,1,1,2,E01001857,154,9
200501FH10263,523440,179920,-0.22283,51.504687,3,3,1,2,11,E09000013,3,4020,2,30,3,0,0,1,1,1,1,1,E01001943,156,1036
200501FH10264,522000,180530,-0.243357,51.510482,3,3,1,1,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001956,155,855
200501FH10266,523410,179740,-0.223325,51.503076,3,2,1,4,11,E09000013,3,219,6,30,3,402,5,4,1,1,1,2,E01001943,158,404
200501FH10267,523140,181180,-0.22671,51.516077,3,2,1,3,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001874,150,459
200501FH10268,524460,178480,-0.208648,51.491522,3,1,1,7,11,E09000013,6,0,2,30,0,0,0,4,1,1,1,1,E01001870,161,34
200501FH10269,524410,178350,-0.209414,51.490365,2,1,1,1,11,E09000013,3,4,3,30,0,0,0,1,1,1,1,1,E01001914,155,1097
200501FH10270,525240,177960,-0.197603,51.486677,3,2,1,6,11,E09000013,3,3218,6,30,3,0,0,1,1,1,1,1,E01001883,153,1164
200501FH10271,523400,179750,-0.223465,51.503168,3,2,1,4,11,E09000013,3,402,6,30,7,402,5,1,1,2,1,1,E01001943,151,1151
200501FH10273,523170,181070,-0.226317,51.515082,3,2,1,6,11,E09000013,3,219,6,30,6,40,0,1,1,1,1,1,E01001874,160,803
200501FH10274,523440,179920,-0.22283,51.504687,3,1,1,4,11,E09000013,3,4020,6,30,3,0,0,1,1,1,1,2,E01001943,158,749
200501FH10275,521800,180500,-0.246248,51.510256,3,2,2,7,11,E09000013,5,0,6,30,3,0,1,1,1,1,1,1,E01001959,147,969
200501FH10276,521920,178630,-0.245165,51.493423,3,2,1,4,11,E09000013,3,402,6,30,3,315,5,1,1,1,1,1,E01001933,151,1129
200501FH10277,523670,177790,-0.220263,51.485494,3,2,1,6,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001891,160,723
200501FH10278,522850,180510,-0.231121,51.510118,3,2,1,7,11,E09000013,6,0,6,30,0,0,1,1,1,1,1,2,E01001946,133,779
200501FH10281,523680,179850,-0.219398,51.504006,3,1,1,1,11,E09000013,3,402,3,30,0,0,0,1,1,1,1,1,E01001857,169,1033
200501FH10282,522610,180460,-0.234595,51.509721,3,1,1,2,11,E09000013,5,0,6,30,2,0,0,1,1,1,1,1,E01001960,170,1179
200501FH10284,523390,178740,-0.223962,51.494093,3,1,1,6,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001898,167,587
200501FH10287,523070,178380,-0.228695,51.490927,3,2,1,4,11,E09000013,3,4,6,30,0,0,0,1,2,2,1,1,E01001894,165,619
200501FH10288,523420,178420,-0.223642,51.491211,3,2,1,1,11,E09000013,3,219,1,30,1,219,0,1,1,1,1,1,E01001900,176,328
200501FH10289,522260,180540,-0.239608,51.510516,3,2,1,6,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,2,E01001955,146,989
200501FH10290,522860,178550,-0.231659,51.492501,3,2,1,4,11,E09000013,3,315,6,30,8,0,1,1,1,1,1,1,E01001894,172,807
200501FH10292,522670,178570,-0.234388,51.492722,3,2,1,7,11,E09000013,3,315,2,30,6,315,1,1,1,1,1,1,E01001932,175,789
200501FH10293,522560,180090,-0.235444,51.506407,3,2,1,3,11,E09000013,3,4020,6,30,3,0,4,1,1,1,1,1,E01001960,164,910
200501FH10294,522340,179920,-0.238671,51.504926,3,2,1,3,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001860,171,1069
200501FH10296,521970,178620,-0.244449,51.493323,3,2,1,6,11,E09000013,3,315,6,30,0,0,0,1,1,1,1,1,E01001933,167,569
200501FH10297,523420,178420,-0.223642,51.491211,2,1,1,3,11,E09000013,3,219,3,30,0,0,5,1,1,1,1,1,E01001900,178,1024
200501FH10298,524250,178850,-0.211542,51.494894,3,2,2,7,11,E09000013,3,315,3,30,3,317,5,1,1,1,1,1,E01001866,175,757
200501FH10299,522540,180930,-0.23544,51.51396,3,2,1,6,11,E09000013,5,0,6,30,3,0,0,4,2,2,1,1,E01001958,41,29
200501FH10300,523140,178420,-0.227673,51.491272,3,2,1,3,11,E09000013,3,306,1,30,1,306,0,1,1,1,1,2,E01001899,122,474
200501FH10301,525700,177230,-0.191241,51.480014,3,2,1,1,11,E09000013,3,304,6,30,0,0,0,1,1,1,1,1,E01001920,176,1302
200501FH10302,522840,179530,-0.231606,51.501313,3,2,1,3,11,E09000013,3,402,6,30,3,0,0,1,1,1,1,1,E01001895,178,499
200501FH10304,523920,177950,-0.216609,51.486877,3,2,1,4,11,E09000013,6,0,6,30,0,0,0,1,1,2,1,2,E01001889,165,739
200501FH10305,522960,181700,-0.229122,51.520789,3,2,1,4,11,E09000013,3,219,6,30,3,0,1,4,1,1,1,1,E01001874,165,1244
200501FH10306,523470,179630,-0.222499,51.502074,3,2,1,6,11,E09000013,3,219,6,30,6,0,1,1,1,1,1,2,E01001857,174,1104
200501FH10307,524740,175800,-0.205563,51.467375,3,1,1,1,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001916,183,1177
200501FH10308,524270,177520,-0.211722,51.482936,2,2,1,6,11,E09000013,3,3218,6,30,3,0,0,1,1,1,1,1,E01001886,174,540
200501FH10310,525050,177530,-0.200491,51.482854,3,1,1,7,11,E09000013,4,317,6,30,3,0,1,1,1,1,1,1,E01001884,182,746
200501FH10311,522420,179690,-0.237599,51.502842,3,2,1,7,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001858,175,1100
200501FH10312,523490,179280,-0.222334,51.498925,3,2,1,3,11,E09000013,3,219,6,30,3,0,0,4,2,2,1,1,E01001856,178,1179
200501FH10314,523930,176930,-0.216822,51.477708,3,2,1,1,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001918,176,659
200501FH10315,523660,178640,-0.22011,51.493136,3,3,1,5,11,E09000013,3,315,6,30,3,0,4,1,2,2,1,1,E01001898,180,698
200501FH10316,524340,175890,-0.211287,51.468271,3,1,1,5,11,E09000013,3,219,6,30,3,0,4,1,2,2,1,1,E01001915,187,839
200501FH10317,523340,178620,-0.224724,51.493026,2,1,1,7,11,E09000013,3,315,6,30,7,219,1,1,1,1,1,2,E01001898,175,599
200501FH10318,522150,179260,-0.241636,51.499036,2,2,1,3,11,E09000013,3,402,6,30,3,0,1,1,1,1,1,2,E01001930,164,439
200501FH10319,523150,181140,-0.22658,51.515715,3,2,1,3,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001874,171,759
200501FH10320,523410,179740,-0.223325,51.503076,3,2,1,1,11,E09000013,3,402,3,30,3,219,5,1,1,1,1,1,E01001943,190,1149
200501FH10321,525320,177880,-0.19648,51.48594,2,2,2,5,11,E09000013,6,0,6,30,8,0,0,1,2,2,1,1,E01001883,187,527
200501FH10322,522220,179530,-0.240534,51.501447,3,2,2,3,11,E09000013,4,408,6,30,3,0,0,4,2,2,1,2,E01001858,185,1394
200501FH10324,524070,178750,-0.214168,51.494034,3,2,1,3,11,E09000013,3,315,6,30,3,0,5,1,1,1,1,1,E01001871,171,883
200501FH10325,523080,181510,-0.22746,51.519056,3,2,1,4,11,E09000013,4,412,6,30,8,0,0,1,1,1,1,1,E01001874,186,944
200501FH10326,522410,179300,-0.237878,51.499339,3,2,1,3,11,E09000013,4,408,6,30,0,0,0,1,1,1,1,1,E01001928,185,579
200501FH10328,525860,175930,-0.189401,51.468295,3,1,1,4,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001938,186,524
200501FH10329,522650,178400,-0.234735,51.491198,3,2,1,4,11,E09000013,3,4,3,40,0,0,0,1,1,1,1,1,E01001932,193,504
200501FH10330,522080,180100,-0.242353,51.5066,3,2,1,6,11,E09000013,3,4020,6,30,3,0,0,1,1,1,1,1,E01001861,195,909
200501FH10331,524090,178380,-0.21401,51.490705,3,2,1,3,11,E09000013,3,4,3,30,0,0,0,1,1,1,1,1,E01001889,192,1004
200501FH10332,524890,177810,-0.202695,51.485406,3,2,1,2,11,E09000013,3,3218,6,30,2,317,0,1,1,1,1,2,E01001909,191,424
200501FH10333,523880,177550,-0.217325,51.483291,3,2,1,1,11,E09000013,3,3218,6,30,3,0,0,1,1,1,1,1,E01001886,197,1081
200501FH10334,523430,179030,-0.223285,51.496691,3,1,1,7,11,E09000013,3,219,6,30,3,0,5,1,1,1,1,1,E01001869,196,1049
200501FH10336,524620,176190,-0.207152,51.470906,3,1,1,1,11,E09000013,3,308,6,30,0,0,0,4,1,1,1,1,E01001952,190,42
200501FH10338,525670,175620,-0.192245,51.465551,2,2,1,6,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001934,195,1069
200501FH10339,524780,178130,-0.204165,51.488306,3,1,1,4,11,E09000013,4,317,6,30,3,0,0,1,1,1,1,1,E01001908,193,1076
200501FH10340,524340,176210,-0.211175,51.471147,2,2,1,4,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001915,193,364
200501FH10342,524610,176980,-0.207018,51.478008,3,2,1,3,11,E09000013,6,0,1,30,2,0,0,1,1,1,1,1,E01001901,185,1011
200501FH10343,523800,178170,-0.218259,51.488881,3,3,1,2,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001889,191,434
200501FH10344,522000,179120,-0.243844,51.49781,3,2,2,5,11,E09000013,3,402,6,30,0,0,0,1,1,1,1,1,E01001930,194,1149
200501FH10345,523470,178190,-0.223003,51.489133,3,2,2,1,11,E09000013,3,219,6,30,3,0,1,1,1,1,1,1,E01001900,190,843
200501FH10346,525890,175770,-0.189026,51.466851,3,1,2,2,11,E09000013,5,0,6,30,0,0,0,1,1,1,1,1,E01001938,184,770
200501FH10347,525850,175740,-0.189613,51.46659,2,2,1,4,11,E09000013,3,217,6,30,6,0,0,4,1,1,1,1,E01001938,193,1348
200501FH10348,522980,178760,-0.229858,51.494362,3,1,1,5,11,E09000013,3,315,2,30,0,0,0,1,1,1,1,1,E01001899,194,770
200501FH10349,525220,177240,-0.198146,51.48021,3,1,1,6,11,E09000013,3,304,6,30,3,0,5,4,1,1,1,1,E01001953,195,29
200501FH10350,522380,182780,-0.237103,51.530622,3,2,1,6,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001877,202,1044
200501FH10352,523310,180000,-0.224674,51.505435,3,2,1,3,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001943,199,561
200501FH10353,524400,175980,-0.210392,51.469067,2,2,1,4,11,E09000013,3,308,6,30,6,219,0,1,2,2,1,1,E01001915,207,1022
200501FH10354,524140,178320,-0.213312,51.490154,3,2,1,3,11,E09000013,6,0,6,30,8,0,0,1,1,1,1,2,E01001910,199,979
200501FH10356,522470,179920,-0.236799,51.504898,3,2,1,5,11,E09000013,6,0,1,30,2,0,0,1,1,1,1,2,E01001863,201,529
200501FH10357,524340,177530,-0.21071,51.483011,3,1,1,6,11,E09000013,3,3218,6,30,3,0,0,4,1,1,1,1,E01001903,202,1363
200501FH10358,524770,176280,-0.204962,51.471682,3,2,1,5,11,E09000013,3,308,6,30,3,0,1,1,1,1,1,1,E01001926,187,764
200501FH10360,523520,178030,-0.222339,51.487684,3,2,1,3,11,E09000013,3,219,6,30,6,0,5,1,1,1,1,2,E01001891,199,1059
200501FH10361,523010,178760,-0.229426,51.494356,3,2,1,3,11,E09000013,3,315,6,30,3,0,0,1,1,1,1,1,E01001898,192,1119
200501FH10363,525480,177100,-0.194454,51.478895,3,2,1,4,11,E09000013,4,318,6,30,3,0,4,1,1,1,1,1,E01001920,186,633
200501FH10364,524130,178370,-0.213438,51.490606,2,1,1,5,11,E09000013,3,4,3,30,6,4,5,4,1,1,1,1,E01001889,208,1286
200501FH10365,523940,177540,-0.216465,51.483188,3,2,1,6,11,E09000013,3,3218,6,30,3,0,0,1,1,1,1,2,E01001886,202,1109
200501FH10366,523600,179830,-0.220557,51.503844,3,2,1,3,11,E09000013,3,402,6,30,3,0,5,1,1,1,1,2,E01001943,199,1049
200501FH10368,525760,176950,-0.190477,51.477484,3,2,1,2,11,E09000013,3,308,6,30,3,0,0,1,1,1,1,1,E01001923,212,483
200501FH10369,523500,179280,-0.22219,51.498922,3,2,1,3,11,E09000013,3,219,6,30,3,0,0,4,1,1,1,1,E01001856,206,1179
200501FH10370,524010,179070,-0.21492,51.496923,3,2,1,2,11,E09000013,6,0,6,30,3,0,0,1,1,2,1,1,E01001873,114,984
200501FH10371,522310,179770,-0.239155,51.503585,3,2,1,4,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001863,214,698
200501FH10375,522720,180090,-0.23314,51.506372,2,2,1,5,11,E09000013,3,4020,6,30,3,0,0,1,1,1,1,1,E01001942,215,1055
200501FH10376,522710,178390,-0.233874,51.491095,2,3,1,6,11,E09000013,3,4,3,40,0,0,0,1,1,1,1,1,E01001894,209,444
200501FH10377,523310,180130,-0.224629,51.506603,3,2,1,3,11,E09000013,3,219,6,30,8,0,0,4,1,1,1,1,E01001943,220,1247
200501FH10378,522620,179820,-0.234673,51.503967,3,2,1,3,11,E09000013,5,0,6,30,3,0,0,1,1,1,1,1,E01001862,199,1069
200501FH10380,524880,177840,-0.202828,51.485678,3,2,1,5,11,E09000013,4,317,6,30,3,0,1,1,1,1,1,1,E01001912,215,659
200501FH10381,522480,182480,-0.235766,51.527904,3,2,1,5,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001877,215,566
200501FH10382,523050,181490,-0.227899,51.518882,3,1,1,2,11,E09000013,3,219,6,30,3,412,0,1,1,1,1,1,E01001874,198,939
200501FH10383,524900,177800,-0.202554,51.485314,3,1,2,6,11,E09000013,4,317,1,30,2,3218,0,4,1,1,1,2,E01001884,216,1289
200501FH10384,523130,179160,-0.227559,51.497925,3,2,1,7,11,E09000013,5,0,6,30,3,0,1,1,1,1,1,1,E01001898,203,849
200501FH10385,524030,176730,-0.215453,51.475889,2,2,1,6,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001915,216,880
200501FH10387,522680,178570,-0.234244,51.49272,3,1,2,3,11,E09000013,3,315,6,30,3,315,1,1,1,1,1,1,E01001894,220,748
200501FH10388,522710,182020,-0.232612,51.52372,3,2,1,7,11,E09000013,3,219,6,30,0,0,0,4,1,1,1,1,E01001874,224,115
200501FH10389,522650,178810,-0.234592,51.494883,2,1,1,7,11,E09000013,4,408,6,30,3,0,0,4,2,2,1,1,E01001932,224,1199
200501FH10390,523280,180710,-0.224858,51.511822,3,2,1,4,11,E09000013,3,219,6,30,0,0,4,1,1,1,1,1,E01001874,221,1131
200501FH10392,522210,180090,-0.240484,51.506482,3,2,1,3,11,E09000013,3,4020,6,30,3,0,4,1,1,1,1,2,E01001860,192,569
200501FH10393,523390,179220,-0.223795,51.498407,3,2,1,2,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001856,226,531
200501FH10395,524120,177460,-0.213902,51.48243,3,1,1,4,11,E09000013,3,3219,6,30,3,3218,1,4,1,1,1,1,E01001886,214,1434
200501FH10396,522180,179270,-0.2412,51.499119,3,1,1,4,11,E09000013,3,402,6,30,0,0,1,1,1,1,1,2,E01001930,214,1004
200501FH10397,523480,179200,-0.222506,51.498208,3,2,1,3,11,E09000013,3,219,6,30,3,0,0,1,2,2,1,1,E01001856,227,967
200501FH10398,522930,178380,-0.230711,51.490958,2,2,1,3,11,E09000013,3,4,3,40,0,0,0,1,1,1,1,1,E01001894,220,899
200501FH10400,523820,177560,-0.218185,51.483394,3,2,1,1,11,E09000013,3,3218,6,30,3,0,0,1,1,1,1,1,E01001886,218,789
200501FH10401,525850,175750,-0.189609,51.46668,3,1,1,4,11,E09000013,3,217,6,30,6,0,0,1,2,2,1,1,E01001938,207,599
200501FH10403,521650,180890,-0.248274,51.513793,3,2,1,6,11,E09000013,3,40,3,40,0,0,0,1,1,1,1,2,E01001959,223,974
200501FH10404,523470,179630,-0.222499,51.502074,3,2,1,7,11,E09000013,3,219,6,30,6,0,1,1,1,1,1,1,E01001857,203,799
200501FH10405,522650,178570,-0.234676,51.492726,3,1,1,7,11,E09000013,3,315,2,30,3,315,1,4,1,1,1,1,E01001932,224,1229
200501FH10407,524400,176050,-0.210368,51.469696,3,2,1,6,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001915,209,840
200501FH10408,522130,178240,-0.242276,51.489873,2,1,1,4,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001933,228,700
200501FH10409,523890,177780,-0.2171,51.485356,3,2,1,2,11,E09000013,5,0,6,30,3,0,0,1,1,1,1,2,E01001890,226,709
200501FH10410,525920,175790,-0.188588,51.467024,3,3,1,6,11,E09000013,5,0,6,30,0,0,0,1,2,2,1,1,E01001938,230,1034
200501FH10413,524330,175880,-0.211435,51.468184,2,1,1,4,11,E09000013,3,219,6,30,3,0,5,1,1,1,1,1,E01001915,228,826
200501FH10414,523760,179870,-0.218239,51.504168,3,1,1,2,11,E09000013,3,402,6,30,0,0,0,4,1,1,1,1,E01001857,233,36
200501FH10415,524290,178810,-0.21098,51.494525,3,3,1,6,11,E09000013,4,317,6,30,3,0,0,4,1,1,1,1,E01001866,230,1229
200501FH10417,522280,178850,-0.239906,51.495323,3,1,2,3,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001930,213,1064
200501FH10418,522310,180080,-0.239048,51.506371,3,2,1,1,11,E09000013,3,4020,6,30,3,0,0,4,1,1,1,1,E01001860,225,1238
200501FH10419,521760,180600,-0.246789,51.511163,3,2,1,2,11,E09000013,5,0,6,30,3,0,0,4,2,2,1,1,E01001243,233,1209
200501FH10420,523100,179700,-0.227803,51.502784,3,2,1,5,11,E09000013,6,0,2,30,0,0,0,1,1,1,1,1,E01001940,236,783
200501FH10422,522610,180460,-0.234595,51.509721,3,2,1,6,11,E09000013,5,0,6,30,3,0,0,1,1,1,1,1,E01001960,125,1034
200501FH10423,523480,179180,-0.222513,51.498028,2,1,1,4,11,E09000013,3,219,6,30,3,0,4,1,1,1,1,1,E01001856,235,797
200501FH10426,525320,177260,-0.1967,51.480368,3,1,1,5,11,E09000013,6,0,2,30,0,0,0,1,1,1,1,1,E01001880,236,840
200501FH10427,522540,178400,-0.236318,51.491222,2,2,1,6,11,E09000013,3,4,3,30,3,0,0,1,1,1,1,1,E01001932,237,1019
200501FH10428,522670,178570,-0.234388,51.492722,3,2,2,3,11,E09000013,3,315,6,30,3,315,1,1,1,1,1,1,E01001932,241,777
200501FH10430,523380,178800,-0.224085,51.494635,3,1,1,6,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001898,244,699
200501FH10431,526020,176670,-0.186835,51.47491,3,2,1,5,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001923,215,1144
200501FH10432,524570,178400,-0.207093,51.490779,3,2,1,2,11,E09000013,3,4,6,30,6,317,5,4,1,1,1,2,E01001914,156,29
200501FH10433,523410,178420,-0.223786,51.491213,3,2,1,2,11,E09000013,3,219,2,30,1,219,0,1,1,1,1,1,E01001900,156,509
200501FH10434,523590,181070,-0.220267,51.51499,3,2,1,4,11,E09000013,3,40,1,30,1,3220,0,1,1,1,1,1,E01002877,242,482
200501FH10435,522440,178620,-0.237682,51.493221,3,2,1,6,11,E09000013,3,315,6,30,3,0,0,1,1,1,1,1,E01001932,244,629
200501FH10436,522580,179210,-0.235461,51.498493,3,1,1,1,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001928,239,989
200501FH10437,525870,175720,-0.189332,51.466406,3,2,1,4,11,E09000013,3,217,3,30,8,0,5,1,1,1,1,1,E01001938,242,827
200501FH10438,523380,178920,-0.224043,51.495713,3,1,1,4,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,2,E01001869,242,559
200501FH10439,524210,178830,-0.212125,51.494723,3,2,1,2,11,E09000013,3,315,6,30,3,0,0,4,1,1,1,2,E01001866,219,1409
200501FH10440,522110,179570,-0.242104,51.50183,3,2,1,1,11,E09000013,4,408,3,30,3,0,0,1,1,1,1,1,E01001930,239,964
200501FH10441,524570,178400,-0.207093,51.490779,3,3,1,6,11,E09000013,3,4,3,30,6,317,5,1,1,1,1,1,E01001914,244,484
200501FH10442,524160,178250,-0.213048,51.489521,3,1,1,3,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001910,241,1044
200501FH10443,525720,177230,-0.190953,51.48001,3,2,1,2,11,E09000013,3,304,6,30,3,0,0,1,1,1,1,1,E01001920,247,1126
200501FH10444,524840,177990,-0.203351,51.487035,3,2,1,4,11,E09000013,4,317,6,30,3,0,0,1,1,1,1,2,E01001912,242,899
200501FH10445,522600,180460,-0.234739,51.509723,3,2,1,3,11,E09000013,5,0,1,30,2,0,0,4,1,1,1,1,E01001960,248,1219
200501FH10447,525400,177190,-0.195573,51.479721,3,1,2,3,11,E09000013,4,318,6,30,3,304,5,1,1,1,1,2,E01001920,241,689
200501FH10448,526200,176570,-0.18428,51.473971,2,2,1,1,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,2,E01001939,246,1101
200501FH10450,524440,176350,-0.209686,51.472384,3,1,1,3,11,E09000013,3,304,6,30,0,0,0,1,1,1,1,1,E01001952,248,989
200501FH10452,523610,179820,-0.220417,51.503751,3,2,1,6,11,E09000013,3,402,6,30,3,0,5,4,1,2,1,1,E01001857,251,1254
200501FH10454,523590,179820,-0.220705,51.503756,3,1,1,3,11,E09000013,3,402,6,30,3,0,5,1,1,1,1,1,E01001857,248,904
200501FH10455,522190,178640,-0.241274,51.493455,3,1,1,2,11,E09000013,3,315,6,30,3,0,0,1,1,1,1,1,E01001932,254,689
200501FH10456,525150,176400,-0.199451,51.472677,3,2,1,5,11,E09000013,3,308,6,30,3,0,1,1,1,1,1,1,E01001925,229,1192
200501FH10457,525260,177270,-0.19756,51.480471,3,1,1,6,11,E09000013,3,304,6,30,3,304,4,1,1,1,1,1,E01001880,251,874
200501FH10458,526060,176520,-0.186313,51.473553,3,1,1,2,11,E09000013,5,0,6,30,3,0,0,1,1,1,1,1,E01001939,247,659
200501FH10459,523610,179820,-0.220417,51.503751,3,2,1,4,11,E09000013,3,402,6,30,3,0,5,1,1,1,1,1,E01001857,214,988
200501FH10461,522920,178360,-0.230861,51.49078,2,2,1,5,11,E09000013,3,4,3,40,3,4,0,1,1,1,1,2,E01001894,243,1079
200501FH10462,524980,176360,-0.201912,51.472355,3,1,1,4,11,E09000013,3,308,6,30,3,0,0,1,1,1,1,1,E01001926,249,1017
